F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\admin\domain\models\AdminModels.ts: line 43, col 29, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\lifecycle\CreateModuleEffects.svelte.ts: line 10, col 22, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\lifecycle\CreateModuleEffects.svelte.ts: line 11, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\lifecycle\CreateModuleEffects.svelte.ts: line 12, col 18, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\lifecycle\CreateModuleEffects.svelte.ts: line 46, col 59, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IBeatOperationsService.ts: line 20, col 52, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IBeatOperationsService.ts: line 29, col 30, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IBeatOperationsService.ts: line 29, col 54, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IBeatOperationsService.ts: line 45, col 24, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IBeatOperationsService.ts: line 46, col 17, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IBeatOperationsService.ts: line 63, col 24, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IBeatOperationsService.ts: line 64, col 17, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 21, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 22, col 31, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 23, col 25, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 24, col 24, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 25, col 22, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 26, col 22, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 27, col 22, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 28, col 22, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\ICreateModuleInitializationService.ts: line 48, col 24, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IKeyboardArrowAdjustmentService.ts: line 22, col 34, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\contracts\IKeyboardArrowAdjustmentService.ts: line 22, col 70, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleEventService.ts: line 43, col 38, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleEventService.ts: line 94, col 53, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleEventService.ts: line 303, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleEventService.ts: line 310, col 34, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleInitializationService.ts: line 88, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleInitializationService.ts: line 89, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleInitializationService.ts: line 90, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleInitializationService.ts: line 125, col 24, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleInitializationService.ts: line 150, col 17, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\CreateModuleInitializationService.ts: line 151, col 18, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\KeyboardArrowAdjustmentService.ts: line 60, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\SequenceDomainService.ts: line 24, col 31, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\SequenceDomainService.ts: line 29, col 31, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\SequenceDomainService.ts: line 29, col 37, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\SequenceDomainService.ts: line 39, col 34, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\SequenceDomainService.ts: line 98, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\services\implementations\SequenceDomainService.ts: line 173, col 44, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\construct-tab-state.svelte.ts: line 124, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\construct-tab-state.svelte.ts: line 139, col 22, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\construct-tab-state.svelte.ts: line 200, col 29, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\construct-tab-state.svelte.ts: line 211, col 29, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\create-module-state.svelte.ts: line 156, col 29, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\create-module-state.svelte.ts: line 273, col 36, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\create-module-state.svelte.ts: line 276, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\hand-path-coordinator.svelte.ts: line 99, col 44, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\hand-path-coordinator.svelte.ts: line 99, col 56, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\panel-coordination-state.svelte.ts: line 198, col 48, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\panel-coordination-state.svelte.ts: line 207, col 35, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\panel-coordination-state.svelte.ts: line 380, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\panel-coordination-state.svelte.ts: line 381, col 31, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\state\panel-coordination-state.svelte.ts: line 382, col 27, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\workspace-panel\sequence-toolkit\services\implementations\SequenceDeletionService.ts: line 64, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\create\shared\workspace-panel\sequence-toolkit\services\implementations\SequenceDeletionService.ts: line 171, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\ExploreLoader.ts: line 134, col 51, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\ExploreLoader.ts: line 176, col 39, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\ExploreLoader.ts: line 176, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\ExploreLoader.ts: line 188, col 16, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\ExploreLoader.ts: line 194, col 16, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\SequenceDifficultyCalculator.ts: line 82, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\SequenceDifficultyCalculator.ts: line 82, col 63, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\SequenceDifficultyCalculator.ts: line 100, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\SequenceDifficultyCalculator.ts: line 100, col 48, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\gallery\display\services\implementations\SequenceDifficultyCalculator.ts: line 107, col 34, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\composables\useExploreHandlers.svelte.ts: line 8, col 17, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\composables\useExploreHandlers.svelte.ts: line 10, col 37, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\composables\useExploreHandlers.svelte.ts: line 140, col 62, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\services\contracts\IExploreEventHandlerService.ts: line 7, col 17, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\services\contracts\IExploreEventHandlerService.ts: line 9, col 37, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\services\contracts\IExploreEventHandlerService.ts: line 69, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\services\implementations\ExploreEventHandlerService.ts: line 172, col 53, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\state\gallery-controls-state.svelte.ts: line 14, col 18, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\state\gallery-controls-state.svelte.ts: line 16, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\modules\explore\shared\state\gallery-controls-state.svelte.ts: line 17, col 28, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\AuthService.ts: line 42, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\AuthService.ts: line 59, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\AuthService.ts: line 84, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\AuthService.ts: line 121, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\AuthService.ts: line 137, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\AuthService.ts: line 161, col 35, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\GoogleIdentityService.ts: line 36, col 52, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\GoogleIdentityService.ts: line 160, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\services\implementations\GoogleIdentityService.ts: line 186, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\stores\authStore.svelte.ts: line 401, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\auth\stores\authStore.svelte.ts: line 443, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\hmr-helper.ts: line 23, col 36, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\info\utils\smart-contact.ts: line 90, col 53, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\info\utils\smart-contact.ts: line 91, col 39, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\info\utils\smart-contact.ts: line 276, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\inversify\container.ts: line 325, col 53, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\keyboard\services\implementations\KeyboardShortcutService.ts: line 73, col 31, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\keyboard\utils\register-commands.ts: line 58, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\keyboard\utils\register-global-shortcuts.ts: line 112, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\navigation\utils\deep-link-init.ts: line 80, col 58, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\navigation\utils\test-sequence-restoration.svelte.ts: line 198, col 14, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\navigation\utils\test-sequence-restoration.svelte.ts: line 199, col 14, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\navigation\utils\test-sequence-restoration.svelte.ts: line 200, col 14, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\navigation\utils\test-sequence-restoration.svelte.ts: line 201, col 14, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\navigation\utils\test-sequence-restoration.svelte.ts: line 202, col 14, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\pictograph\tka-glyph\services\implementations\TurnColorInterpreter.ts: line 161, col 39, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
F:\_THE KINETIC ALPHABET\_TKA-STUDIO\src\lib\shared\pictograph\tka-glyph\services\implementations\TurnColorInterpreter.ts: line 173, col 33, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
